"Ja","Nein","Abstimmung_de","Abstimmung_fr","Abstimmung_it"
47.4,52.6,"<b>Initiative ""Keine 10-Millionen-Schweiz""</b><br>1892 von 2105 Gemeinden ausgezählt (89.9%)<br>Stände: 9 Ja, 8 Nein","<b>Initiative ""Pas de Suisse à 10 millions""</b><br>Les résultats de 1892 des 2105 communes sont connus (89.9%)<br>Cantons: 9 oui, 8 non","<b>Iniziativa ""No a una Svizzera da 10 milioni""</b><br>1892 dei 2105 comuni sono noti (89.9%)<br>Cantoni: 9 sì, 8 no"
54.2,45.8,"<b>Zivildienstgesetz</b><br>1892 von 2105 Gemeinden ausgezählt (89.9%)<br>Stände: 14 Ja, 3 Nein","<b>Loi sur le service civil</b><br>Les résultats de 1892 des 2105 communes sont connus (89.9%)<br>Cantons: 14 oui, 3 non","<b>Legge sul servizio civile</b><br>1892 dei 2105 comuni sono noti (89.9%)<br>Cantoni: 14 sì, 3 no"
